distance,pair,value
2,4_6,478.2
3,1_4,490.4
4,4_8,518
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,2_4,499.8
3,3_6,486
4,3_7,482.8
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,6_8,558.667
3,2_5,502.6
4,5_9,489.6
5,3_8,524.6
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,3_5,518.6
3,5_8,569.8
4,2_6,516.4
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,8_9,584.5
2,4_6,478.2
3,2_5,502.6
4,3_7,482.8
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,7_8,646
2,4_6,478.2
3,6_9,551
4,5_9,489.6
5,3_8,524.6
6,1_7,478
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,6_8,558.667
3,2_5,502.6
4,4_8,518
5,1_6,471.8
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,7_9,595
3,1_4,490.4
4,2_6,516.4
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,6_8,558.667
3,4_7,529
4,3_7,482.8
5,4_9,515
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,6_7,585
2,5_7,549.6
3,6_9,551
4,3_7,482.8
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,8_9,584.5
2,4_6,478.2
3,2_5,502.6
4,3_7,482.8
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,5_7,549.6
3,1_4,490.4
4,3_7,482.8
5,1_6,471.8
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,5_7,549.6
3,1_4,490.4
4,1_5,474.4
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,8_9,584.5
2,7_9,595
3,4_7,529
4,2_6,516.4
5,1_6,471.8
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,2_4,499.8
3,2_5,502.6
4,5_9,489.6
5,3_8,524.6
6,1_7,478
7,1_8,466
8,1_9,467.8
1,6_7,585
2,5_7,549.6
3,1_4,490.4
4,5_9,489.6
5,2_7,493
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,1_3,475.8
3,6_9,551
4,4_8,518
5,2_7,493
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,6_7,585
2,4_6,478.2
3,4_7,529
4,1_5,474.4
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,6_7,585
2,2_4,499.8
3,2_5,502.6
4,3_7,482.8
5,3_8,524.6
6,1_7,478
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,5_7,549.6
3,6_9,551
4,3_7,482.8
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,3_4,533.8
2,1_3,475.8
3,4_7,529
4,2_6,516.4
5,1_6,471.8
6,1_7,478
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,1_3,475.8
3,4_7,529
4,4_8,518
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,7_9,595
3,6_9,551
4,5_9,489.6
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,5_7,549.6
3,6_9,551
4,3_7,482.8
5,1_6,471.8
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,3_5,518.6
3,6_9,551
4,4_8,518
5,4_9,515
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,4_6,478.2
3,6_9,551
4,4_8,518
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,2_4,499.8
3,5_8,569.8
4,5_9,489.6
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,6_8,558.667
3,3_6,486
4,4_8,518
5,3_8,524.6
6,1_7,478
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,3_5,518.6
3,3_6,486
4,1_5,474.4
5,1_6,471.8
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,7_8,646
2,1_3,475.8
3,6_9,551
4,2_6,516.4
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,1_3,475.8
3,3_6,486
4,2_6,516.4
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,6_8,558.667
3,4_7,529
4,4_8,518
5,4_9,515
6,1_7,478
7,1_8,466
8,1_9,467.8
1,6_7,585
2,5_7,549.6
3,1_4,490.4
4,2_6,516.4
5,2_7,493
6,1_7,478
7,1_8,466
8,1_9,467.8
1,6_7,585
2,2_4,499.8
3,3_6,486
4,4_8,518
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,4_6,478.2
3,5_8,569.8
4,3_7,482.8
5,4_9,515
6,1_7,478
7,1_8,466
8,1_9,467.8
1,7_8,646
2,4_6,478.2
3,3_6,486
4,5_9,489.6
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,4_6,478.2
3,3_6,486
4,5_9,489.6
5,1_6,471.8
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,7_8,646
2,2_4,499.8
3,2_5,502.6
4,1_5,474.4
5,3_8,524.6
6,1_7,478
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,3_5,518.6
3,1_4,490.4
4,1_5,474.4
5,3_8,524.6
6,1_7,478
7,1_8,466
8,1_9,467.8
1,7_8,646
2,4_6,478.2
3,6_9,551
4,3_7,482.8
5,1_6,471.8
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,3_4,533.8
2,6_8,558.667
3,1_4,490.4
4,1_5,474.4
5,1_6,471.8
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,6_8,558.667
3,6_9,551
4,1_5,474.4
5,3_8,524.6
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,4_6,478.2
3,2_5,502.6
4,5_9,489.6
5,1_6,471.8
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,8_9,584.5
2,7_9,595
3,5_8,569.8
4,3_7,482.8
5,1_6,471.8
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,2_4,499.8
3,3_6,486
4,4_8,518
5,1_6,471.8
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,6_8,558.667
3,1_4,490.4
4,5_9,489.6
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,3_4,533.8
2,4_6,478.2
3,2_5,502.6
4,2_6,516.4
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,2_4,499.8
3,2_5,502.6
4,2_6,516.4
5,4_9,515
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,3_5,518.6
3,5_8,569.8
4,1_5,474.4
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,7_8,646
2,3_5,518.6
3,5_8,569.8
4,4_8,518
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,5_7,549.6
3,1_4,490.4
4,4_8,518
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,6_8,558.667
3,5_8,569.8
4,2_6,516.4
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,3_4,533.8
2,6_8,558.667
3,5_8,569.8
4,2_6,516.4
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,4_6,478.2
3,5_8,569.8
4,4_8,518
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,3_5,518.6
3,3_6,486
4,4_8,518
5,1_6,471.8
6,1_7,478
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,1_3,475.8
3,1_4,490.4
4,4_8,518
5,1_6,471.8
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,7_8,646
2,2_4,499.8
3,5_8,569.8
4,4_8,518
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,6_8,558.667
3,2_5,502.6
4,1_5,474.4
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,4_6,478.2
3,2_5,502.6
4,5_9,489.6
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,7_8,646
2,5_7,549.6
3,4_7,529
4,1_5,474.4
5,1_6,471.8
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,4_6,478.2
3,3_6,486
4,2_6,516.4
5,1_6,471.8
6,1_7,478
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,6_8,558.667
3,3_6,486
4,4_8,518
5,4_9,515
6,1_7,478
7,1_8,466
8,1_9,467.8
1,1_2,509.8
2,1_3,475.8
3,5_8,569.8
4,2_6,516.4
5,4_9,515
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,3_4,533.8
2,5_7,549.6
3,5_8,569.8
4,5_9,489.6
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,2_4,499.8
3,2_5,502.6
4,2_6,516.4
5,1_6,471.8
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,7_9,595
3,1_4,490.4
4,3_7,482.8
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,4_6,478.2
3,2_5,502.6
4,5_9,489.6
5,2_7,493
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,7_8,646
2,1_3,475.8
3,1_4,490.4
4,3_7,482.8
5,3_8,524.6
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,1_3,475.8
3,4_7,529
4,3_7,482.8
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,6_8,558.667
3,3_6,486
4,2_6,516.4
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,7_8,646
2,1_3,475.8
3,2_5,502.6
4,5_9,489.6
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,4_6,478.2
3,5_8,569.8
4,1_5,474.4
5,2_7,493
6,1_7,478
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,6_8,558.667
3,2_5,502.6
4,2_6,516.4
5,1_6,471.8
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,7_9,595
3,1_4,490.4
4,5_9,489.6
5,3_8,524.6
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,7_9,595
3,3_6,486
4,1_5,474.4
5,4_9,515
6,1_7,478
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,4_6,478.2
3,1_4,490.4
4,2_6,516.4
5,1_6,471.8
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,3_5,518.6
3,2_5,502.6
4,3_7,482.8
5,1_6,471.8
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,2_4,499.8
3,4_7,529
4,1_5,474.4
5,2_7,493
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,2_4,499.8
3,2_5,502.6
4,2_6,516.4
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,4_6,478.2
3,3_6,486
4,1_5,474.4
5,1_6,471.8
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,8_9,584.5
2,5_7,549.6
3,5_8,569.8
4,5_9,489.6
5,2_7,493
6,1_7,478
7,1_8,466
8,1_9,467.8
1,7_8,646
2,4_6,478.2
3,4_7,529
4,5_9,489.6
5,2_7,493
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,8_9,584.5
2,6_8,558.667
3,5_8,569.8
4,2_6,516.4
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,7_9,595
3,1_4,490.4
4,2_6,516.4
5,4_9,515
6,1_7,478
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,7_9,595
3,5_8,569.8
4,3_7,482.8
5,4_9,515
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,1_3,475.8
3,1_4,490.4
4,1_5,474.4
5,2_7,493
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,6_7,585
2,2_4,499.8
3,4_7,529
4,3_7,482.8
5,1_6,471.8
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,3_5,518.6
3,1_4,490.4
4,4_8,518
5,2_7,493
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,3_5,518.6
3,1_4,490.4
4,5_9,489.6
5,1_6,471.8
6,1_7,478
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,7_9,595
3,3_6,486
4,4_8,518
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,1_2,509.8
2,3_5,518.6
3,3_6,486
4,4_8,518
5,4_9,515
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,6_8,558.667
3,5_8,569.8
4,2_6,516.4
5,1_6,471.8
6,1_7,478
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,4_6,478.2
3,3_6,486
4,4_8,518
5,1_6,471.8
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,7_8,646
2,7_9,595
3,2_5,502.6
4,2_6,516.4
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,5_7,549.6
3,6_9,551
4,2_6,516.4
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,2_4,499.8
3,5_8,569.8
4,4_8,518
5,2_7,493
6,1_7,478
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,3_5,518.6
3,5_8,569.8
4,5_9,489.6
5,4_9,515
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,2_4,499.8
3,6_9,551
4,3_7,482.8
5,2_7,493
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,2_4,499.8
3,6_9,551
4,4_8,518
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,6_8,558.667
3,6_9,551
4,5_9,489.6
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,7_9,595
3,1_4,490.4
4,4_8,518
5,3_8,524.6
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,1_3,475.8
3,5_8,569.8
4,3_7,482.8
5,1_6,471.8
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,7_9,595
3,3_6,486
4,2_6,516.4
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,5_7,549.6
3,6_9,551
4,3_7,482.8
5,1_6,471.8
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,6_7,585
2,5_7,549.6
3,5_8,569.8
4,3_7,482.8
5,1_6,471.8
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,5_7,549.6
3,4_7,529
4,1_5,474.4
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,3_4,533.8
2,7_9,595
3,3_6,486
4,3_7,482.8
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,6_8,558.667
3,3_6,486
4,3_7,482.8
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,8_9,584.5
2,7_9,595
3,6_9,551
4,4_8,518
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,6_8,558.667
3,2_5,502.6
4,5_9,489.6
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,2_4,499.8
3,2_5,502.6
4,5_9,489.6
5,4_9,515
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,2_4,499.8
3,6_9,551
4,5_9,489.6
5,4_9,515
6,1_7,478
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,4_6,478.2
3,5_8,569.8
4,2_6,516.4
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,7_9,595
3,5_8,569.8
4,4_8,518
5,1_6,471.8
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,8_9,584.5
2,4_6,478.2
3,5_8,569.8
4,2_6,516.4
5,2_7,493
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,5_7,549.6
3,5_8,569.8
4,3_7,482.8
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,2_4,499.8
3,2_5,502.6
4,2_6,516.4
5,1_6,471.8
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,5_7,549.6
3,5_8,569.8
4,4_8,518
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,6_8,558.667
3,1_4,490.4
4,3_7,482.8
5,1_6,471.8
6,1_7,478
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,3_5,518.6
3,4_7,529
4,2_6,516.4
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,7_9,595
3,5_8,569.8
4,4_8,518
5,2_7,493
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,1_2,509.8
2,1_3,475.8
3,6_9,551
4,3_7,482.8
5,3_8,524.6
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,5_7,549.6
3,2_5,502.6
4,4_8,518
5,1_6,471.8
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,1_3,475.8
3,5_8,569.8
4,5_9,489.6
5,2_7,493
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,6_7,585
2,1_3,475.8
3,2_5,502.6
4,5_9,489.6
5,1_6,471.8
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,6_8,558.667
3,4_7,529
4,2_6,516.4
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,1_3,475.8
3,6_9,551
4,1_5,474.4
5,1_6,471.8
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,3_5,518.6
3,2_5,502.6
4,2_6,516.4
5,3_8,524.6
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,8_9,584.5
2,6_8,558.667
3,5_8,569.8
4,3_7,482.8
5,2_7,493
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,6_7,585
2,3_5,518.6
3,1_4,490.4
4,2_6,516.4
5,3_8,524.6
6,1_7,478
7,1_8,466
8,1_9,467.8
1,8_9,584.5
2,3_5,518.6
3,2_5,502.6
4,4_8,518
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,5_7,549.6
3,4_7,529
4,2_6,516.4
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,1_3,475.8
3,3_6,486
4,4_8,518
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,4_5,541.75
2,2_4,499.8
3,5_8,569.8
4,1_5,474.4
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,6_7,585
2,5_7,549.6
3,6_9,551
4,3_7,482.8
5,3_8,524.6
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,6_8,558.667
3,1_4,490.4
4,4_8,518
5,2_7,493
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,3_5,518.6
3,5_8,569.8
4,2_6,516.4
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,6_8,558.667
3,2_5,502.6
4,1_5,474.4
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,5_7,549.6
3,5_8,569.8
4,2_6,516.4
5,2_7,493
6,1_7,478
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,3_5,518.6
3,2_5,502.6
4,3_7,482.8
5,2_7,493
6,1_7,478
7,1_8,466
8,1_9,467.8
1,6_7,585
2,5_7,549.6
3,1_4,490.4
4,3_7,482.8
5,4_9,515
6,1_7,478
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,7_9,595
3,1_4,490.4
4,2_6,516.4
5,2_7,493
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,6_7,585
2,4_6,478.2
3,5_8,569.8
4,1_5,474.4
5,1_6,471.8
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,6_8,558.667
3,3_6,486
4,3_7,482.8
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,3_5,518.6
3,3_6,486
4,2_6,516.4
5,4_9,515
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,6_8,558.667
3,3_6,486
4,4_8,518
5,2_7,493
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,4_6,478.2
3,4_7,529
4,1_5,474.4
5,1_6,471.8
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,6_8,558.667
3,4_7,529
4,3_7,482.8
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,4_6,478.2
3,5_8,569.8
4,1_5,474.4
5,1_6,471.8
6,1_7,478
7,1_8,466
8,1_9,467.8
1,7_8,646
2,7_9,595
3,4_7,529
4,5_9,489.6
5,1_6,471.8
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,2_4,499.8
3,3_6,486
4,3_7,482.8
5,2_7,493
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,8_9,584.5
2,1_3,475.8
3,3_6,486
4,4_8,518
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,7_9,595
3,2_5,502.6
4,3_7,482.8
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,8_9,584.5
2,3_5,518.6
3,3_6,486
4,3_7,482.8
5,3_8,524.6
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,3_5,518.6
3,2_5,502.6
4,5_9,489.6
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,7_8,646
2,4_6,478.2
3,4_7,529
4,1_5,474.4
5,1_6,471.8
6,1_7,478
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,1_3,475.8
3,3_6,486
4,2_6,516.4
5,4_9,515
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,7_9,595
3,1_4,490.4
4,3_7,482.8
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,2_3,546.8
2,7_9,595
3,3_6,486
4,1_5,474.4
5,2_7,493
6,1_7,478
7,1_8,466
8,1_9,467.8
1,7_8,646
2,6_8,558.667
3,1_4,490.4
4,5_9,489.6
5,3_8,524.6
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,1_3,475.8
3,4_7,529
4,4_8,518
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,6_7,585
2,4_6,478.2
3,4_7,529
4,3_7,482.8
5,4_9,515
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,2_4,499.8
3,2_5,502.6
4,3_7,482.8
5,4_9,515
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,6_7,585
2,5_7,549.6
3,4_7,529
4,5_9,489.6
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,7_8,646
2,1_3,475.8
3,4_7,529
4,2_6,516.4
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,6_7,585
2,2_4,499.8
3,6_9,551
4,4_8,518
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,7_8,646
2,1_3,475.8
3,3_6,486
4,5_9,489.6
5,4_9,515
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,6_7,585
2,3_5,518.6
3,6_9,551
4,3_7,482.8
5,4_9,515
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,1_3,475.8
3,6_9,551
4,2_6,516.4
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,1_3,475.8
3,3_6,486
4,4_8,518
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,5_6,554.4
2,2_4,499.8
3,6_9,551
4,1_5,474.4
5,1_6,471.8
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,1_3,475.8
3,3_6,486
4,3_7,482.8
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,3_5,518.6
3,3_6,486
4,4_8,518
5,3_8,524.6
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,6_8,558.667
3,1_4,490.4
4,4_8,518
5,3_8,524.6
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,8_9,584.5
2,6_8,558.667
3,6_9,551
4,4_8,518
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,1_2,509.8
2,2_4,499.8
3,5_8,569.8
4,4_8,518
5,2_7,493
6,1_7,478
7,2_9,478.8
8,1_9,467.8
1,3_4,533.8
2,3_5,518.6
3,4_7,529
4,1_5,474.4
5,2_7,493
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,4_5,541.75
2,1_3,475.8
3,1_4,490.4
4,2_6,516.4
5,4_9,515
6,1_7,478
7,1_8,466
8,1_9,467.8
1,8_9,584.5
2,6_8,558.667
3,6_9,551
4,3_7,482.8
5,2_7,493
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,7_9,595
3,2_5,502.6
4,5_9,489.6
5,2_7,493
6,2_8,457.6
7,2_9,478.8
8,1_9,467.8
1,3_4,533.8
2,4_6,478.2
3,4_7,529
4,3_7,482.8
5,1_6,471.8
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,7_8,646
2,1_3,475.8
3,6_9,551
4,3_7,482.8
5,3_8,524.6
6,2_8,457.6
7,1_8,466
8,1_9,467.8
1,3_4,533.8
2,7_9,595
3,2_5,502.6
4,1_5,474.4
5,4_9,515
6,3_9,493.8
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,2_4,499.8
3,2_5,502.6
4,4_8,518
5,3_8,524.6
6,1_7,478
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,1_3,475.8
3,1_4,490.4
4,3_7,482.8
5,3_8,524.6
6,3_9,493.8
7,2_9,478.8
8,1_9,467.8
1,5_6,554.4
2,7_9,595
3,4_7,529
4,5_9,489.6
5,2_7,493
6,1_7,478
7,1_8,466
8,1_9,467.8
1,2_3,546.8
2,2_4,499.8
3,4_7,529
