distance,pair,value
8,1_9,436.6
1,1_2,522.8
2,1_3,425.8
3,3_6,509
4,3_7,479.2
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,7_8,484.2
2,3_5,509.6
3,3_6,509
4,2_6,497
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,6_8,472.2
3,3_6,509
4,4_8,459.4
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,7_8,484.2
2,3_5,509.6
3,6_9,456.2
4,3_7,479.2
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,5_7,543
3,4_7,498
4,2_6,497
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,2_4,466.2
3,4_7,498
4,5_9,499
5,4_9,474
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,2_4,466.2
3,3_6,509
4,4_8,459.4
5,3_8,480
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,2_3,520.75
2,5_7,543
3,5_8,503.8
4,2_6,497
5,4_9,474
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,6_8,472.2
3,5_8,503.8
4,2_6,497
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,5_6,459
2,4_6,542.8
3,2_5,472
4,4_8,459.4
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,3_4,490
2,5_7,543
3,3_6,509
4,4_8,459.4
5,3_8,480
6,1_7,442
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,5_7,543
3,1_4,473
4,5_9,499
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,6_8,472.2
3,2_5,472
4,1_5,482
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,4_6,542.8
3,1_4,473
4,4_8,459.4
5,3_8,480
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,3_5,509.6
3,6_9,456.2
4,3_7,479.2
5,3_8,480
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,4_6,542.8
3,4_7,498
4,1_5,482
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,6_8,472.2
3,4_7,498
4,3_7,479.2
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,6_7,512.8
2,6_8,472.2
3,1_4,473
4,5_9,499
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,7_9,505.8
3,3_6,509
4,5_9,499
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,4_6,542.8
3,2_5,472
4,2_6,497
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,6_8,472.2
3,5_8,503.8
4,5_9,499
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,6_8,472.2
3,3_6,509
4,5_9,499
5,4_9,474
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,3_5,509.6
3,3_6,509
4,4_8,459.4
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,7_9,505.8
3,4_7,498
4,5_9,499
5,1_6,448.8
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,1_3,425.8
3,5_8,503.8
4,4_8,459.4
5,3_8,480
6,1_7,442
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,6_8,472.2
3,5_8,503.8
4,1_5,482
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,7_8,484.2
2,6_8,472.2
3,5_8,503.8
4,4_8,459.4
5,4_9,474
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,2_4,466.2
3,3_6,509
4,4_8,459.4
5,3_8,480
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,5_6,459
2,3_5,509.6
3,2_5,472
4,5_9,499
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,3_5,509.6
3,6_9,456.2
4,5_9,499
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,3_5,509.6
3,5_8,503.8
4,3_7,479.2
5,4_9,474
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,5_7,543
3,1_4,473
4,1_5,482
5,3_8,480
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,1_3,425.8
3,1_4,473
4,1_5,482
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,5_6,459
2,1_3,425.8
3,5_8,503.8
4,5_9,499
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,5_7,543
3,4_7,498
4,1_5,482
5,1_6,448.8
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,7_9,505.8
3,1_4,473
4,4_8,459.4
5,1_6,448.8
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,7_9,505.8
3,5_8,503.8
4,5_9,499
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,5_6,459
2,1_3,425.8
3,3_6,509
4,4_8,459.4
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,3_4,490
2,4_6,542.8
3,5_8,503.8
4,2_6,497
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,3_4,490
2,1_3,425.8
3,1_4,473
4,2_6,497
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,5_6,459
2,6_8,472.2
3,5_8,503.8
4,4_8,459.4
5,1_6,448.8
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,7_9,505.8
3,1_4,473
4,2_6,497
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,5_8,503.8
4,5_9,499
5,3_8,480
6,1_7,442
7,1_8,463
8,1_9,436.6
1,7_8,484.2
2,7_9,505.8
3,6_9,456.2
4,2_6,497
5,1_6,448.8
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,2_3,520.75
2,2_4,466.2
3,5_8,503.8
4,4_8,459.4
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,5_7,543
3,3_6,509
4,1_5,482
5,4_9,474
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,3_5,509.6
3,4_7,498
4,1_5,482
5,3_8,480
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,1_3,425.8
3,4_7,498
4,2_6,497
5,1_6,448.8
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,1_3,425.8
3,6_9,456.2
4,2_6,497
5,4_9,474
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,6_8,472.2
3,2_5,472
4,1_5,482
5,3_8,480
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,6_8,472.2
3,2_5,472
4,4_8,459.4
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,4_6,542.8
3,4_7,498
4,1_5,482
5,3_8,480
6,1_7,442
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,1_3,425.8
3,2_5,472
4,4_8,459.4
5,4_9,474
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,6_8,472.2
3,5_8,503.8
4,2_6,497
5,3_8,480
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,6_9,456.2
4,3_7,479.2
5,1_6,448.8
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,5_7,543
3,5_8,503.8
4,4_8,459.4
5,4_9,474
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,2_4,466.2
3,3_6,509
4,5_9,499
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,2_4,466.2
3,2_5,472
4,3_7,479.2
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,5_7,543
3,1_4,473
4,2_6,497
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,2_3,520.75
2,4_6,542.8
3,6_9,456.2
4,1_5,482
5,2_7,474.6
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,4_6,542.8
3,6_9,456.2
4,5_9,499
5,4_9,474
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,2_4,466.2
3,1_4,473
4,1_5,482
5,4_9,474
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,7_9,505.8
3,1_4,473
4,4_8,459.4
5,2_7,474.6
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,7_9,505.8
3,4_7,498
4,3_7,479.2
5,1_6,448.8
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,6_8,472.2
3,1_4,473
4,1_5,482
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,5_6,459
2,1_3,425.8
3,4_7,498
4,1_5,482
5,4_9,474
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,6_8,472.2
3,6_9,456.2
4,2_6,497
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,6_8,472.2
3,5_8,503.8
4,5_9,499
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,6_7,512.8
2,6_8,472.2
3,4_7,498
4,2_6,497
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,1_3,425.8
3,5_8,503.8
4,3_7,479.2
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,7_9,505.8
3,5_8,503.8
4,2_6,497
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,2_5,472
4,5_9,499
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,3_5,509.6
3,6_9,456.2
4,2_6,497
5,3_8,480
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,3_5,509.6
3,6_9,456.2
4,1_5,482
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,6_8,472.2
3,5_8,503.8
4,4_8,459.4
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,1_3,425.8
3,1_4,473
4,1_5,482
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,7_9,505.8
3,2_5,472
4,3_7,479.2
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,2_4,466.2
3,3_6,509
4,2_6,497
5,3_8,480
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,6_8,472.2
3,3_6,509
4,5_9,499
5,1_6,448.8
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,5_6,459
2,7_9,505.8
3,4_7,498
4,1_5,482
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,1_3,425.8
3,1_4,473
4,1_5,482
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,4_6,542.8
3,1_4,473
4,1_5,482
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,2_3,520.75
2,6_8,472.2
3,5_8,503.8
4,4_8,459.4
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,4_6,542.8
3,6_9,456.2
4,3_7,479.2
5,3_8,480
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,1_3,425.8
3,1_4,473
4,1_5,482
5,4_9,474
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,7_9,505.8
3,6_9,456.2
4,5_9,499
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,2_4,466.2
3,2_5,472
4,3_7,479.2
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,2_4,466.2
3,5_8,503.8
4,2_6,497
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,3_5,509.6
3,2_5,472
4,3_7,479.2
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,7_9,505.8
3,2_5,472
4,2_6,497
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,1_3,425.8
3,5_8,503.8
4,3_7,479.2
5,1_6,448.8
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,1_3,425.8
3,4_7,498
4,1_5,482
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,2_4,466.2
3,3_6,509
4,4_8,459.4
5,2_7,474.6
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,5_7,543
3,1_4,473
4,4_8,459.4
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,2_4,466.2
3,2_5,472
4,4_8,459.4
5,1_6,448.8
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,1_3,425.8
3,6_9,456.2
4,2_6,497
5,1_6,448.8
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,7_8,484.2
2,3_5,509.6
3,6_9,456.2
4,4_8,459.4
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,3_4,490
2,5_7,543
3,3_6,509
4,3_7,479.2
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,3_4,490
2,7_9,505.8
3,4_7,498
4,5_9,499
5,1_6,448.8
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,4_6,542.8
3,2_5,472
4,1_5,482
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,4_6,542.8
3,5_8,503.8
4,1_5,482
5,3_8,480
6,1_7,442
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,5_8,503.8
4,1_5,482
5,2_7,474.6
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,7_9,505.8
3,3_6,509
4,4_8,459.4
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,7_8,484.2
2,4_6,542.8
3,4_7,498
4,5_9,499
5,1_6,448.8
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,1_3,425.8
3,2_5,472
4,1_5,482
5,4_9,474
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,4_6,542.8
3,1_4,473
4,2_6,497
5,4_9,474
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,7_9,505.8
3,5_8,503.8
4,4_8,459.4
5,2_7,474.6
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,1_3,425.8
3,5_8,503.8
4,4_8,459.4
5,3_8,480
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,1_4,473
4,1_5,482
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,3_5,509.6
3,2_5,472
4,5_9,499
5,3_8,480
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,2_4,466.2
3,1_4,473
4,5_9,499
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,7_9,505.8
3,4_7,498
4,2_6,497
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,2_4,466.2
3,6_9,456.2
4,4_8,459.4
5,1_6,448.8
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,7_9,505.8
3,6_9,456.2
4,1_5,482
5,1_6,448.8
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,4_7,498
4,5_9,499
5,2_7,474.6
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,5_8,503.8
4,2_6,497
5,2_7,474.6
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,7_8,484.2
2,4_6,542.8
3,6_9,456.2
4,5_9,499
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,3_5,509.6
3,3_6,509
4,3_7,479.2
5,3_8,480
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,5_7,543
3,5_8,503.8
4,3_7,479.2
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,3_4,490
2,2_4,466.2
3,3_6,509
4,4_8,459.4
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,7_8,484.2
2,2_4,466.2
3,5_8,503.8
4,2_6,497
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,5_7,543
3,5_8,503.8
4,4_8,459.4
5,4_9,474
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,7_9,505.8
3,1_4,473
4,1_5,482
5,1_6,448.8
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,2_3,520.75
2,4_6,542.8
3,3_6,509
4,4_8,459.4
5,2_7,474.6
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,3_5,509.6
3,4_7,498
4,5_9,499
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,1_3,425.8
3,2_5,472
4,5_9,499
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,5_7,543
3,6_9,456.2
4,4_8,459.4
5,1_6,448.8
6,1_7,442
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,3_5,509.6
3,4_7,498
4,1_5,482
5,1_6,448.8
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,3_5,509.6
3,6_9,456.2
4,2_6,497
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,2_5,472
4,1_5,482
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,4_6,542.8
3,1_4,473
4,3_7,479.2
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,7_9,505.8
3,4_7,498
4,3_7,479.2
5,3_8,480
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,7_9,505.8
3,5_8,503.8
4,1_5,482
5,2_7,474.6
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,7_9,505.8
3,4_7,498
4,5_9,499
5,1_6,448.8
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,5_6,459
2,1_3,425.8
3,3_6,509
4,4_8,459.4
5,1_6,448.8
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,7_9,505.8
3,5_8,503.8
4,3_7,479.2
5,2_7,474.6
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,6_8,472.2
3,3_6,509
4,3_7,479.2
5,3_8,480
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,5_6,459
2,4_6,542.8
3,4_7,498
4,1_5,482
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,2_4,466.2
3,6_9,456.2
4,1_5,482
5,3_8,480
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,6_8,472.2
3,6_9,456.2
4,3_7,479.2
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,7_9,505.8
3,4_7,498
4,4_8,459.4
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,7_9,505.8
3,5_8,503.8
4,2_6,497
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,8_9,546.8
2,3_5,509.6
3,1_4,473
4,3_7,479.2
5,4_9,474
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,6_7,512.8
2,6_8,472.2
3,2_5,472
4,4_8,459.4
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,3_5,509.6
3,3_6,509
4,2_6,497
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,5_7,543
3,3_6,509
4,1_5,482
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,6_8,472.2
3,4_7,498
4,3_7,479.2
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,5_6,459
2,2_4,466.2
3,4_7,498
4,4_8,459.4
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,4_5,447.6
2,5_7,543
3,6_9,456.2
4,4_8,459.4
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,3_4,490
2,1_3,425.8
3,4_7,498
4,4_8,459.4
5,3_8,480
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,6_8,472.2
3,1_4,473
4,3_7,479.2
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,7_9,505.8
3,4_7,498
4,5_9,499
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,6_7,512.8
2,7_9,505.8
3,1_4,473
4,1_5,482
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,6_7,512.8
2,3_5,509.6
3,4_7,498
4,3_7,479.2
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,2_4,466.2
3,4_7,498
4,3_7,479.2
5,4_9,474
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,3_5,509.6
3,3_6,509
4,3_7,479.2
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,2_4,466.2
3,5_8,503.8
4,5_9,499
5,3_8,480
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,2_3,520.75
2,5_7,543
3,1_4,473
4,4_8,459.4
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,2_4,466.2
3,1_4,473
4,3_7,479.2
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,2_3,520.75
2,5_7,543
3,2_5,472
4,2_6,497
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,5_6,459
2,6_8,472.2
3,5_8,503.8
4,2_6,497
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,5_7,543
3,1_4,473
4,2_6,497
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,5_7,543
3,6_9,456.2
4,5_9,499
5,1_6,448.8
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,5_7,543
3,1_4,473
4,1_5,482
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,3_4,490
2,7_9,505.8
3,6_9,456.2
4,2_6,497
5,3_8,480
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,2_3,520.75
2,1_3,425.8
3,2_5,472
4,1_5,482
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,3_5,509.6
3,4_7,498
4,2_6,497
5,4_9,474
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,1_2,522.8
2,7_9,505.8
3,1_4,473
4,1_5,482
5,1_6,448.8
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,6_7,512.8
2,6_8,472.2
3,5_8,503.8
4,3_7,479.2
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,4_5,447.6
2,3_5,509.6
3,3_6,509
4,5_9,499
5,3_8,480
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,6_8,472.2
3,3_6,509
4,4_8,459.4
5,1_6,448.8
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,7_9,505.8
3,3_6,509
4,5_9,499
5,3_8,480
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,5_7,543
3,6_9,456.2
4,2_6,497
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,4_6,542.8
3,6_9,456.2
4,5_9,499
5,4_9,474
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,3_5,509.6
3,5_8,503.8
4,1_5,482
5,2_7,474.6
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,6_7,512.8
2,1_3,425.8
3,3_6,509
4,2_6,497
5,3_8,480
6,1_7,442
7,1_8,463
8,1_9,436.6
1,3_4,490
2,4_6,542.8
3,5_8,503.8
4,5_9,499
5,2_7,474.6
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,5_6,459
2,3_5,509.6
3,1_4,473
4,4_8,459.4
5,2_7,474.6
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,7_9,505.8
3,2_5,472
4,2_6,497
5,3_8,480
6,1_7,442
7,1_8,463
8,1_9,436.6
1,6_7,512.8
2,7_9,505.8
3,5_8,503.8
4,1_5,482
5,4_9,474
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,6_7,512.8
2,1_3,425.8
3,3_6,509
4,4_8,459.4
5,3_8,480
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,7_8,484.2
2,6_8,472.2
3,5_8,503.8
4,3_7,479.2
5,2_7,474.6
6,2_8,497.8
7,2_9,488.2
8,1_9,436.6
1,3_4,490
2,7_9,505.8
3,4_7,498
4,1_5,482
5,3_8,480
6,3_9,489.2
7,1_8,463
8,1_9,436.6
1,5_6,459
2,5_7,543
3,1_4,473
4,2_6,497
5,1_6,448.8
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,2_3,520.75
2,2_4,466.2
3,4_7,498
4,3_7,479.2
5,3_8,480
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,4_6,542.8
3,6_9,456.2
4,1_5,482
5,4_9,474
6,1_7,442
7,2_9,488.2
8,1_9,436.6
1,8_9,546.8
2,3_5,509.6
3,5_8,503.8
4,1_5,482
5,2_7,474.6
6,3_9,489.2
7,2_9,488.2
8,1_9,436.6
1,5_6,459
2,5_7,543
3,6_9,456.2
4,5_9,499
5,4_9,474
6,1_7,442
7,1_8,463
8,1_9,436.6
1,5_6,459
2,4_6,542.8
3,5_8,503.8
4,2_6,497
5,1_6,448.8
6,2_8,497.8
7,1_8,463
8,1_9,436.6
1,1_2,522.8
2,3_5,509.6
3,1_4,473
